# the CSV layout may change over time.
# Band Name                        ,Catalogue Name                     ,Date Observed                      ,RA (J2000)                         ,RA Uncertainty                     ,DEC (J2000)                        ,DEC Uncertainty                    ,Flux Density                       ,Flux Density Uncertainty           ,Frequency                          ,Separation                         ,UV Min                             ,UV Max                             ,Names
#                                  ,                                   ,                                   ,hexagesimal                        ,decimal degrees                    ,hexagesimal                        ,decimal degrees                    ,Jy                                 ,Jy                                 ,GHz                                ,degrees                            ,klambda                            ,klambda                            ,separated by '|'
#width:35                          ,width:35                           ,width:35                           ,width:35                           ,width:35                           ,width:35                           ,width:35                           ,width:35                           ,width:35                           ,width:35                           ,width:35                           ,width:35                           ,width:35                           ,width: until EOL                   
# (note: uvmin: if greater than zero, the scale of the measured (large scale) extent of the source.)
# (note: uvmax: the scale where (small scale) structure has been measured within the source, or a limit on the resolved structure. On angular scales between uvmin and uvmax the source appears as a point source, i.e. the amplitude is constant as a function of scale.)
ALMA-Band 3                        ,ALMA                               ,2015-03-08 00:00:00.0              ,03:39:00.98621                     ,3.0555555555555556E-8              ,-01:33:17.6079                     ,3.611111111111111E-8               ,0.125                              ,0.006                              ,1.10399E11                         ,0.006                              ,                                   ,-332.0                             ,J0339-0133|J033900-013317|J033900-013332
ALMA-Band 7                        ,ALMA                               ,2015-03-06 00:00:00.0              ,14:21:38.64653                     ,3.4722222222222224E-7              ,-48:20:22.7964                     ,1.361111111111111E-7               ,0.151                              ,0.02                               ,2.8499E11                          ,0.02                               ,                                   ,-281.0                             ,J1421-4820|J142137-482023|J142138-482022
ALMA-Band 7                        ,ALMA                               ,2015-03-06 00:00:00.0              ,15:09:24.99532                     ,6.916666666666667E-7               ,-37:13:27.6642                     ,5.472222222222221E-7               ,0.009                              ,9.0E-4                             ,2.8499E11                          ,9.0E-4                             ,                                   ,26.0                               ,J1509-3713|J150925-371328
ALMA-Band 7                        ,ALMA                               ,2015-03-06 00:00:00.0              ,13:23:04.24729                     ,5.86111111111111E-7                ,-44:52:33.8611                     ,8.777777777777778E-7               ,0.006                              ,6.0E-4                             ,2.8499E11                          ,6.0E-4                             ,0.0                                ,-624.0                             ,J1323-4452|J1323-448|J132304-445233|B1320-446
ALMA-Band 7                        ,ALMA                               ,2015-03-06 00:00:00.0              ,14:31:00.50128                     ,3.805555555555556E-7               ,-45:01:01.4971                     ,1.5555555555555556E-7              ,0.065                              ,0.006                              ,2.8499E11                          ,0.006                              ,                                   ,-289.0                             ,J1431-4501|J143100-450101|J143100-450108
ALMA-Band 7                        ,ALMA                               ,2015-03-06 00:00:00.0              ,15:13:30.62188                     ,1.0E-7                             ,-42:21:56.1054                     ,1.0E-7                             ,0.096                              ,0.01                               ,2.8499E11                          ,0.01                               ,                                   ,-294.0                             ,J1513-4221|J151330-422156
ALMA-Band 7                        ,ALMA                               ,2015-03-06 00:00:00.0              ,14:07:39.72087                     ,2.5E-7                             ,-43:02:31.9396                     ,1.1388888888888888E-7              ,0.125                              ,0.01                               ,2.8499E11                          ,0.01                               ,                                   ,-292.0                             ,J1407-4302|J140736-430236|J140739-430231
ALMA-Band 7                        ,ALMA                               ,2015-03-06 00:00:00.0              ,14:41:19.89355                     ,6.38888888888889E-8                ,-33:03:24.4001                     ,1.25E-7                            ,0.042                              ,0.004                              ,2.8499E11                          ,0.004                              ,                                   ,42.0                               ,J1441-3303|J144119-330323|J144121-330423
ALMA-Band 7                        ,ALMA                               ,2015-03-06 00:00:00.0              ,15:04:06.38949                     ,3.361111111111111E-7               ,-42:48:20.7447                     ,1.5000000000000002E-7              ,0.052                              ,0.005                              ,2.8499E11                          ,0.005                              ,                                   ,44.0                               ,J1504-4248|J150406-424820|J150406-424824
ALMA-Band 7                        ,ALMA                               ,2015-03-06 00:00:00.0              ,15:01:34.75822                     ,2.0555555555555556E-7              ,-39:18:39.4313                     ,3.9166666666666664E-7              ,0.006                              ,6.0E-4                             ,2.8499E11                          ,6.0E-4                             ,                                   ,-299.0                             ,J1501-3918|J150134-391838
ALMA-Band 7                        ,ALMA                               ,2015-03-06 00:00:00.0              ,14:02:02.40168                     ,7.222222222222222E-8               ,-28:22:25.1447                     ,1.3888888888888888E-7              ,0.047                              ,0.005                              ,2.8499E11                          ,0.005                              ,                                   ,-310.0                             ,J1402-2822|J140201-282216|J140202-282226
ALMA-Band 7                        ,ALMA                               ,2015-03-06 00:00:00.0              ,13:52:48.34682                     ,4.027777777777778E-7               ,-41:50:29.8131                     ,1.9722222222222222E-7              ,0.029                              ,0.003                              ,2.8499E11                          ,0.003                              ,                                   ,-294.0                             ,J1352-4150|J135248-415029|J135249-415026
ALMA-Band 7                        ,ALMA                               ,2015-03-06 00:00:00.0              ,14:57:13.00360                     ,1.9722222222222222E-7              ,-42:48:36.6776                     ,1.0277777777777778E-7              ,0.074                              ,0.007                              ,2.8499E11                          ,0.007                              ,                                   ,-293.0                             ,J1457-4248|J145713-424836|J145713-424847
ALMA-Band 7                        ,ALMA                               ,2015-03-06 00:00:00.0              ,13:52:56.53494                     ,4.444444444444445E-8               ,-44:12:40.3876                     ,3.3333333333333334E-8              ,0.167                              ,0.02                               ,2.8499E11                          ,0.02                               ,                                   ,-290.0                             ,J1352-4412|J1352-442|J135256-441240|J135256-441244|B1349-439
ALMA-Band 7                        ,ALMA                               ,2015-03-06 00:00:00.0              ,13:09:48.48833                     ,6.38888888888889E-8                ,-39:48:33.0862                     ,1.361111111111111E-7               ,0.031                              ,0.003                              ,2.8499E11                          ,0.003                              ,                                   ,-296.0                             ,J1309-3948|J130947-394839|J130948-394831
ALMA-Band 7                        ,ALMA                               ,2015-03-06 00:00:00.0              ,13:56:05.38660                     ,1.3055555555555556E-7              ,-34:21:10.8579                     ,2.4166666666666665E-7              ,0.016                              ,0.002                              ,2.8499E11                          ,0.002                              ,                                   ,-305.0                             ,J1356-3421|J1356-343|J135604-342041|J135605-342111|B1353-341
ALMA-Band 7                        ,ALMA                               ,2015-03-06 00:00:00.0              ,14:38:10.78567                     ,5.833333333333333E-8               ,-31:22:28.5253                     ,1.1944444444444445E-7              ,0.25                               ,0.03                               ,2.8499E11                          ,0.03                               ,                                   ,-308.0                             ,J1438-3122|J143810-312228
ALMA-Band 3                        ,ALMA                               ,2015-03-06 00:00:00.0              ,14:21:38.64653                     ,3.4722222222222224E-7              ,-48:20:22.7964                     ,1.361111111111111E-7               ,0.299                              ,0.03                               ,9.506E10                           ,0.03                               ,                                   ,-281.0                             ,J1421-4820|J142137-482023|J142138-482022
ALMA-Band 3                        ,ALMA                               ,2015-03-06 00:00:00.0              ,15:09:24.99532                     ,6.916666666666667E-7               ,-37:13:27.6642                     ,5.472222222222221E-7               ,0.035                              ,0.003                              ,9.506E10                           ,0.003                              ,                                   ,26.0                               ,J1509-3713|J150925-371328
ALMA-Band 3                        ,ALMA                               ,2015-03-06 00:00:00.0              ,13:23:04.24729                     ,5.86111111111111E-7                ,-44:52:33.8611                     ,8.777777777777778E-7               ,0.024                              ,0.002                              ,9.506E10                           ,0.002                              ,0.0                                ,-624.0                             ,J1323-4452|J1323-448|J132304-445233|B1320-446
ALMA-Band 3                        ,ALMA                               ,2015-03-06 00:00:00.0              ,14:31:00.50128                     ,3.805555555555556E-7               ,-45:01:01.4971                     ,1.5555555555555556E-7              ,0.112                              ,0.01                               ,9.506E10                           ,0.01                               ,                                   ,-289.0                             ,J1431-4501|J143100-450101|J143100-450108
ALMA-Band 3                        ,ALMA                               ,2015-03-06 00:00:00.0              ,15:13:30.62188                     ,1.0E-7                             ,-42:21:56.1054                     ,1.0E-7                             ,0.169                              ,0.02                               ,9.506E10                           ,0.02                               ,                                   ,-294.0                             ,J1513-4221|J151330-422156
ALMA-Band 3                        ,ALMA                               ,2015-03-06 00:00:00.0              ,14:07:39.72087                     ,2.5E-7                             ,-43:02:31.9396                     ,1.1388888888888888E-7              ,0.213                              ,0.02                               ,9.506E10                           ,0.02                               ,                                   ,-292.0                             ,J1407-4302|J140736-430236|J140739-430231
ALMA-Band 3                        ,ALMA                               ,2015-03-06 00:00:00.0              ,14:41:19.89355                     ,6.38888888888889E-8                ,-33:03:24.4001                     ,1.25E-7                            ,0.092                              ,0.009                              ,9.506E10                           ,0.009                              ,                                   ,42.0                               ,J1441-3303|J144119-330323|J144121-330423
ALMA-Band 3                        ,ALMA                               ,2015-03-06 00:00:00.0              ,15:04:06.38949                     ,3.361111111111111E-7               ,-42:48:20.7447                     ,1.5000000000000002E-7              ,0.124                              ,0.01                               ,9.506E10                           ,0.01                               ,                                   ,44.0                               ,J1504-4248|J150406-424820|J150406-424824
ALMA-Band 3                        ,ALMA                               ,2015-03-06 00:00:00.0              ,14:02:02.40168                     ,7.222222222222222E-8               ,-28:22:25.1447                     ,1.3888888888888888E-7              ,0.128                              ,0.01                               ,9.506E10                           ,0.01                               ,                                   ,-310.0                             ,J1402-2822|J140201-282216|J140202-282226
ALMA-Band 3                        ,ALMA                               ,2015-03-06 00:00:00.0              ,13:52:48.34682                     ,4.027777777777778E-7               ,-41:50:29.8131                     ,1.9722222222222222E-7              ,0.056                              ,0.006                              ,9.506E10                           ,0.006                              ,                                   ,-294.0                             ,J1352-4150|J135248-415029|J135249-415026
ALMA-Band 3                        ,ALMA                               ,2015-03-06 00:00:00.0              ,14:57:13.00360                     ,1.9722222222222222E-7              ,-42:48:36.6776                     ,1.0277777777777778E-7              ,0.123                              ,0.01                               ,9.506E10                           ,0.01                               ,                                   ,-293.0                             ,J1457-4248|J145713-424836|J145713-424847
ALMA-Band 3                        ,ALMA                               ,2015-03-06 00:00:00.0              ,13:52:56.53494                     ,4.444444444444445E-8               ,-44:12:40.3876                     ,3.3333333333333334E-8              ,0.249                              ,0.02                               ,9.506E10                           ,0.02                               ,                                   ,-290.0                             ,J1352-4412|J1352-442|J135256-441240|J135256-441244|B1349-439
ALMA-Band 3                        ,ALMA                               ,2015-03-06 00:00:00.0              ,13:09:48.48833                     ,6.38888888888889E-8                ,-39:48:33.0862                     ,1.361111111111111E-7               ,0.13                               ,0.01                               ,9.506E10                           ,0.01                               ,                                   ,-296.0                             ,J1309-3948|J130947-394839|J130948-394831
ALMA-Band 3                        ,ALMA                               ,2015-03-06 00:00:00.0              ,13:56:05.38660                     ,1.3055555555555556E-7              ,-34:21:10.8579                     ,2.4166666666666665E-7              ,0.048                              ,0.005                              ,9.506E10                           ,0.005                              ,                                   ,-305.0                             ,J1356-3421|J1356-343|J135604-342041|J135605-342111|B1353-341
ALMA-Band 3                        ,ALMA                               ,2015-03-06 00:00:00.0              ,14:38:10.78567                     ,5.833333333333333E-8               ,-31:22:28.5253                     ,1.1944444444444445E-7              ,0.54                               ,0.05                               ,9.506E10                           ,0.05                               ,                                   ,-308.0                             ,J1438-3122|J143810-312228
ALMA-Band 7                        ,ALMA                               ,2015-02-27 00:00:00.0              ,15:59:41.40908                     ,3.888888888888889E-8               ,-24:42:38.8321                     ,3.611111111111111E-8               ,0.032                              ,0.003                              ,2.8499E11                          ,0.003                              ,                                   ,-294.0                             ,J1559-2442|J155941-244240|J155941-244245
ALMA-Band 7                        ,ALMA                               ,2015-02-27 00:00:00.0              ,15:19:44.78401                     ,6.38888888888889E-8                ,-11:51:44.5269                     ,1.3055555555555556E-7              ,0.04                               ,0.004                              ,2.8499E11                          ,0.004                              ,                                   ,-293.0                             ,J1519-1151|J151944-115144|J151944-115152
ALMA-Band 7                        ,ALMA                               ,2015-02-27 00:00:00.0              ,14:54:46.69898                     ,3.888888888888889E-8               ,-25:05:12.4890                     ,6.111111111111111E-8               ,0.067                              ,0.007                              ,2.8499E11                          ,0.007                              ,                                   ,-293.0                             ,J1454-2505|J145446-250512|J145447-250511
ALMA-Band 7                        ,ALMA                               ,2015-02-27 00:00:00.0              ,15:32:02.57164                     ,6.666666666666667E-8               ,-27:16:37.9175                     ,1.3888888888888888E-7              ,0.053                              ,0.005                              ,2.8499E11                          ,0.005                              ,                                   ,-293.0                             ,J1532-2716|J153202-271637|J153202-271649
ALMA-Band 7                        ,ALMA                               ,2015-02-27 00:00:00.0              ,16:11:03.73573                     ,4.3055555555555555E-7              ,-30:18:26.1099                     ,7.111111111111112E-7               ,0.028                              ,0.003                              ,2.8499E11                          ,0.003                              ,                                   ,-292.0                             ,J1611-3018|J161103-301824
ALMA-Band 7                        ,ALMA                               ,2015-02-27 00:00:00.0              ,15:30:28.86399                     ,9.722222222222221E-8               ,-19:50:39.1937                     ,2.388888888888889E-7               ,0.03                               ,0.003                              ,2.8499E11                          ,0.003                              ,                                   ,-294.0                             ,J1530-1950|J153027-195017|J153028-195039
ALMA-Band 7                        ,ALMA                               ,2015-02-27 00:00:00.0              ,14:45:09.57508                     ,6.944444444444444E-8               ,-16:14:10.7763                     ,1.5000000000000002E-7              ,0.049                              ,0.005                              ,2.8499E11                          ,0.005                              ,                                   ,-295.0                             ,J1445-1614|J144508-161410|J144509-161411
ALMA-Band 7                        ,ALMA                               ,2015-02-27 00:00:00.0              ,15:51:14.59833                     ,9.444444444444445E-8               ,-17:55:02.3269                     ,2.0E-7                             ,0.066                              ,0.007                              ,2.8499E11                          ,0.007                              ,                                   ,-294.0                             ,J1551-1755|J155114-175458|J155114-175504
ALMA-Band 7                        ,ALMA                               ,2015-02-27 00:00:00.0              ,14:52:58.15579                     ,6.38888888888889E-8                ,-13:19:22.9387                     ,1.277777777777778E-7               ,0.123                              ,0.01                               ,2.8499E11                          ,0.01                               ,                                   ,-294.0                             ,J1452-1319|J145257-131917|J145258-131924
ALMA-Band 7                        ,ALMA                               ,2015-02-27 00:00:00.0              ,15:17:26.62248                     ,1.6388888888888888E-7              ,-26:18:18.9823                     ,3.194444444444444E-7               ,0.082                              ,0.008                              ,2.8499E11                          ,0.008                              ,                                   ,-293.0                             ,J1517-2618|J151725-261822|J151726-261820
ALMA-Band 7                        ,ALMA                               ,2015-02-27 00:00:00.0              ,15:36:54.49825                     ,1.0E-7                             ,-31:51:15.1351                     ,2.2500000000000002E-7              ,0.107                              ,0.01                               ,2.8499E11                          ,0.01                               ,                                   ,-715.0                             ,J1536-3151|J153654-315115
ALMA-Band 7                        ,ALMA                               ,2015-02-27 00:00:00.0              ,15:13:38.98355                     ,4.75E-7                            ,-32:34:59.3440                     ,5.13888888888889E-7                ,0.064                              ,0.006                              ,2.8499E11                          ,0.006                              ,                                   ,-289.0                             ,J1513-3234|J151337-323534|J151338-323459
ALMA-Band 7                        ,ALMA                               ,2015-02-27 00:00:00.0              ,16:03:16.57144                     ,5.2777777777777776E-8              ,-29:33:55.4241                     ,9.722222222222221E-8               ,0.058                              ,0.006                              ,2.8499E11                          ,0.006                              ,                                   ,-714.0                             ,J1603-2933|J160316-293355
ALMA-Band 7                        ,ALMA                               ,2015-02-27 00:00:00.0              ,14:45:56.02134                     ,6.38888888888889E-8                ,-30:37:05.6621                     ,1.4722222222222222E-7              ,0.045                              ,0.004                              ,2.8499E11                          ,0.004                              ,                                   ,-289.0                             ,J1445-3037|J144555-303705|J144556-303645
ALMA-Band 7                        ,ALMA                               ,2015-02-27 00:00:00.0              ,15:24:33.41424                     ,7.777777777777778E-8               ,-30:12:21.3478                     ,1.888888888888889E-7               ,0.084                              ,0.008                              ,2.8499E11                          ,0.008                              ,                                   ,-291.0                             ,J1524-3012|J152433-301221
ALMA-Band 7                        ,ALMA                               ,2015-02-27 00:00:00.0              ,14:55:09.08599                     ,2.861111111111111E-7               ,-31:58:33.0248                     ,5.194444444444445E-7               ,0.012                              ,0.001                              ,2.8499E11                          ,0.001                              ,                                   ,-289.0                             ,J1455-3158|J145506-315830|J145508-315832
ALMA-Band 7                        ,ALMA                               ,2015-02-27 00:00:00.0              ,15:32:45.37473                     ,6.38888888888889E-8                ,-13:19:10.0865                     ,1.2222222222222222E-7              ,0.213                              ,0.02                               ,2.8499E11                          ,0.02                               ,                                   ,-293.0                             ,J1532-1319|J153244-131905|J153245-131911
ALMA-Band 7                        ,ALMA                               ,2015-02-27 00:00:00.0              ,14:22:37.10630                     ,1.25E-7                            ,-23:08:30.1372                     ,2.5E-7                             ,0.083                              ,0.008                              ,2.8499E11                          ,0.008                              ,                                   ,-294.0                             ,J1422-2308|J142236-230822|J142237-230830
ALMA-Band 7                        ,ALMA                               ,2015-02-27 00:00:00.0              ,16:17:27.09307                     ,5.2777777777777776E-8              ,-19:41:32.0149                     ,9.722222222222221E-8               ,0.026                              ,0.003                              ,2.8499E11                          ,0.003                              ,                                   ,-294.0                             ,J1617-1941|J161727-194128|J161727-194132
ALMA-Band 7                        ,ALMA                               ,2015-02-27 00:00:00.0              ,16:07:34.76234                     ,3.888888888888889E-8               ,-33:31:08.9134                     ,3.3333333333333334E-8              ,0.046                              ,0.005                              ,2.8499E11                          ,0.005                              ,                                   ,-703.0                             ,J1607-3331|J1607-335|J160734-333108|B1604-333
ALMA-Band 7                        ,ALMA                               ,2015-02-27 00:00:00.0              ,14:48:15.05415                     ,3.3333333333333334E-8              ,-16:20:24.5489                     ,3.888888888888889E-8               ,0.064                              ,0.006                              ,2.8499E11                          ,0.006                              ,                                   ,-294.0                             ,J1448-1620|J1448-163|J144815-162016|J144815-162024|B1445-162
ALMA-Band 7                        ,ALMA                               ,2015-02-27 00:00:00.0              ,15:13:56.97013                     ,3.611111111111111E-8               ,-21:14:57.5072                     ,5.833333333333333E-8               ,0.034                              ,0.003                              ,2.8499E11                          ,0.003                              ,                                   ,-294.0                             ,J1513-2114|J1513-212|J151355-211457|J151357-211457|B1511-210
ALMA-Band 7                        ,ALMA                               ,2015-02-27 00:00:00.0              ,15:13:44.89341                     ,3.0555555555555556E-8              ,-10:12:00.2648                     ,3.0555555555555556E-8              ,0.229                              ,0.02                               ,2.8499E11                          ,0.02                               ,                                   ,-291.0                             ,J1513-1012|J1513-102|J151345-101201|J151345-101202|B1511-100
ALMA-Band 3                        ,ALMA                               ,2015-02-27 00:00:00.0              ,15:59:41.40908                     ,3.888888888888889E-8               ,-24:42:38.8321                     ,3.611111111111111E-8               ,0.107                              ,0.01                               ,9.506E10                           ,0.01                               ,                                   ,-294.0                             ,J1559-2442|J155941-244240|J155941-244245
ALMA-Band 3                        ,ALMA                               ,2015-02-27 00:00:00.0              ,15:19:44.78401                     ,6.38888888888889E-8                ,-11:51:44.5269                     ,1.3055555555555556E-7              ,0.095                              ,0.01                               ,9.506E10                           ,0.01                               ,                                   ,-293.0                             ,J1519-1151|J151944-115144|J151944-115152
ALMA-Band 3                        ,ALMA                               ,2015-02-27 00:00:00.0              ,14:54:46.69898                     ,3.888888888888889E-8               ,-25:05:12.4890                     ,6.111111111111111E-8               ,0.139                              ,0.01                               ,9.506E10                           ,0.01                               ,                                   ,-293.0                             ,J1454-2505|J145446-250512|J145447-250511
ALMA-Band 3                        ,ALMA                               ,2015-02-27 00:00:00.0              ,15:32:02.57164                     ,6.666666666666667E-8               ,-27:16:37.9175                     ,1.3888888888888888E-7              ,0.137                              ,0.01                               ,9.506E10                           ,0.01                               ,                                   ,-293.0                             ,J1532-2716|J153202-271637|J153202-271649
ALMA-Band 3                        ,ALMA                               ,2015-02-27 00:00:00.0              ,16:11:03.73573                     ,4.3055555555555555E-7              ,-30:18:26.1099                     ,7.111111111111112E-7               ,0.047                              ,0.005                              ,9.506E10                           ,0.005                              ,                                   ,-292.0                             ,J1611-3018|J161103-301824
ALMA-Band 3                        ,ALMA                               ,2015-02-27 00:00:00.0              ,15:30:28.86399                     ,9.722222222222221E-8               ,-19:50:39.1937                     ,2.388888888888889E-7               ,0.082                              ,0.008                              ,9.506E10                           ,0.008                              ,                                   ,-294.0                             ,J1530-1950|J153027-195017|J153028-195039
ALMA-Band 3                        ,ALMA                               ,2015-02-27 00:00:00.0              ,14:45:09.57508                     ,6.944444444444444E-8               ,-16:14:10.7763                     ,1.5000000000000002E-7              ,0.115                              ,0.01                               ,9.506E10                           ,0.01                               ,                                   ,-295.0                             ,J1445-1614|J144508-161410|J144509-161411
ALMA-Band 3                        ,ALMA                               ,2015-02-27 00:00:00.0              ,15:17:26.62248                     ,1.6388888888888888E-7              ,-26:18:18.9823                     ,3.194444444444444E-7               ,0.118                              ,0.01                               ,9.506E10                           ,0.01                               ,                                   ,-293.0                             ,J1517-2618|J151725-261822|J151726-261820
ALMA-Band 3                        ,ALMA                               ,2015-02-27 00:00:00.0              ,15:13:38.98355                     ,4.75E-7                            ,-32:34:59.3440                     ,5.13888888888889E-7                ,0.119                              ,0.01                               ,9.506E10                           ,0.01                               ,                                   ,-289.0                             ,J1513-3234|J151337-323534|J151338-323459
ALMA-Band 3                        ,ALMA                               ,2015-02-27 00:00:00.0              ,16:03:16.57144                     ,5.2777777777777776E-8              ,-29:33:55.4241                     ,9.722222222222221E-8               ,0.094                              ,0.009                              ,9.506E10                           ,0.009                              ,                                   ,-714.0                             ,J1603-2933|J160316-293355
ALMA-Band 3                        ,ALMA                               ,2015-02-27 00:00:00.0              ,14:45:56.02134                     ,6.38888888888889E-8                ,-30:37:05.6621                     ,1.4722222222222222E-7              ,0.082                              ,0.008                              ,9.506E10                           ,0.008                              ,                                   ,-289.0                             ,J1445-3037|J144555-303705|J144556-303645
ALMA-Band 3                        ,ALMA                               ,2015-02-27 00:00:00.0              ,15:24:33.41424                     ,7.777777777777778E-8               ,-30:12:21.3478                     ,1.888888888888889E-7               ,0.153                              ,0.02                               ,9.506E10                           ,0.02                               ,                                   ,-291.0                             ,J1524-3012|J152433-301221
ALMA-Band 3                        ,ALMA                               ,2015-02-27 00:00:00.0              ,14:55:09.08599                     ,2.861111111111111E-7               ,-31:58:33.0248                     ,5.194444444444445E-7               ,0.034                              ,0.003                              ,9.506E10                           ,0.003                              ,                                   ,-289.0                             ,J1455-3158|J145506-315830|J145508-315832
ALMA-Band 3                        ,ALMA                               ,2015-02-27 00:00:00.0              ,14:22:37.10630                     ,1.25E-7                            ,-23:08:30.1372                     ,2.5E-7                             ,0.186                              ,0.02                               ,9.506E10                           ,0.02                               ,                                   ,-294.0                             ,J1422-2308|J142236-230822|J142237-230830
ALMA-Band 3                        ,ALMA                               ,2015-02-27 00:00:00.0              ,16:17:27.09307                     ,5.2777777777777776E-8              ,-19:41:32.0149                     ,9.722222222222221E-8               ,0.073                              ,0.007                              ,9.506E10                           ,0.007                              ,                                   ,-294.0                             ,J1617-1941|J161727-194128|J161727-194132
ALMA-Band 3                        ,ALMA                               ,2015-02-27 00:00:00.0              ,14:48:15.05415                     ,3.3333333333333334E-8              ,-16:20:24.5489                     ,3.888888888888889E-8               ,0.206                              ,0.02                               ,9.506E10                           ,0.02                               ,                                   ,-294.0                             ,J1448-1620|J1448-163|J144815-162016|J144815-162024|B1445-162
ALMA-Band 3                        ,ALMA                               ,2015-02-27 00:00:00.0              ,15:13:56.97013                     ,3.611111111111111E-8               ,-21:14:57.5072                     ,5.833333333333333E-8               ,0.084                              ,0.008                              ,9.506E10                           ,0.008                              ,                                   ,-294.0                             ,J1513-2114|J1513-212|J151355-211457|J151357-211457|B1511-210
ALMA-Band 3                        ,ALMA                               ,2015-02-27 00:00:00.0              ,15:13:44.89341                     ,3.0555555555555556E-8              ,-10:12:00.2648                     ,3.0555555555555556E-8              ,0.595                              ,0.06                               ,9.506E10                           ,0.06                               ,                                   ,-291.0                             ,J1513-1012|J1513-102|J151345-101201|J151345-101202|B1511-100
ALMA-Band 7                        ,ALMA                               ,2015-02-20 00:00:00.0              ,12:54:37.25562                     ,6.111111111111111E-8               ,-20:00:56.4066                     ,1.0E-7                             ,0.06                               ,0.006                              ,2.8499E11                          ,0.006                              ,                                   ,-245.0                             ,J1254-2000|J125437-200056|J125438-200056
ALMA-Band 7                        ,ALMA                               ,2015-02-20 00:00:00.0              ,13:33:38.92604                     ,4.166666666666666E-8               ,-23:56:25.5802                     ,6.944444444444444E-8               ,0.051                              ,0.005                              ,2.8499E11                          ,0.005                              ,                                   ,null                               ,J1333-2356|J133338-235622
ALMA-Band 7                        ,ALMA                               ,2015-02-20 00:00:00.0              ,13:19:12.07206                     ,5.833333333333333E-8               ,-12:17:32.1283                     ,1.0277777777777778E-7              ,0.069                              ,0.007                              ,2.8499E11                          ,0.007                              ,                                   ,-243.0                             ,J1319-1217|J131911-121732|J131912-121731
ALMA-Band 7                        ,ALMA                               ,2015-02-20 00:00:00.0              ,14:19:22.55608                     ,4.7222222222222226E-8              ,-08:38:32.1407                     ,8.333333333333333E-8               ,0.476                              ,0.05                               ,2.8499E11                          ,0.05                               ,                                   ,-94.0                              ,J1419-0838|J141922-083830
ALMA-Band 7                        ,ALMA                               ,2015-02-20 00:00:00.0              ,14:04:12.12397                     ,4.7222222222222226E-8              ,-00:13:25.0910                     ,8.333333333333333E-8               ,0.069                              ,0.007                              ,2.8499E11                          ,0.007                              ,                                   ,-236.0                             ,J1404-0013|J140412-001325
ALMA-Band 7                        ,ALMA                               ,2015-02-20 00:00:00.0              ,14:21:36.95810                     ,4.444444444444445E-8               ,-19:31:18.8506                     ,8.055555555555555E-8               ,0.123                              ,0.01                               ,2.8499E11                          ,0.01                               ,                                   ,-247.0                             ,J1421-1931|J142130-193140|J142136-193119
ALMA-Band 7                        ,ALMA                               ,2015-02-20 00:00:00.0              ,13:43:37.41426                     ,7.500000000000001E-8               ,-17:47:55.4453                     ,1.4444444444444445E-7              ,0.077                              ,0.008                              ,2.8499E11                          ,0.008                              ,                                   ,-246.0                             ,J1343-1747|J134336-174805|J134337-174754
ALMA-Band 7                        ,ALMA                               ,2015-02-20 00:00:00.0              ,14:20:17.95755                     ,5.2777777777777776E-8              ,-06:42:08.0511                     ,1.0555555555555555E-7              ,0.13                               ,0.01                               ,2.8499E11                          ,0.01                               ,                                   ,-244.0                             ,J1420-0642|J142017-064208
ALMA-Band 7                        ,ALMA                               ,2015-02-20 00:00:00.0              ,13:44:14.40245                     ,6.38888888888889E-8                ,-17:23:40.3960                     ,1.3888888888888888E-7              ,0.101                              ,0.01                               ,2.8499E11                          ,0.01                               ,                                   ,-246.0                             ,J1344-1723|J134413-172341|J134414-172342
ALMA-Band 7                        ,ALMA                               ,2015-02-20 00:00:00.0              ,13:39:19.89075                     ,4.444444444444445E-8               ,-26:20:30.4959                     ,6.944444444444444E-8               ,0.103                              ,0.01                               ,2.8499E11                          ,0.01                               ,                                   ,-247.0                             ,J1339-2620|J1339-263|J133919-262028|J133919-262030|B1336-260
ALMA-Band 7                        ,ALMA                               ,2015-02-20 00:00:00.0              ,13:32:39.25143                     ,6.944444444444444E-8               ,-12:56:15.3438                     ,1.5000000000000002E-7              ,0.174                              ,0.02                               ,2.8499E11                          ,0.02                               ,                                   ,-245.0                             ,J1332-1256|J133239-125604|J133239-125616
ALMA-Band 7                        ,ALMA                               ,2015-02-20 00:00:00.0              ,13:33:45.17565                     ,5.2777777777777776E-8              ,-19:50:42.3431                     ,1.0E-7                             ,0.144                              ,0.01                               ,2.8499E11                          ,0.01                               ,                                   ,null                               ,J1333-1950|J133345-195056
ALMA-Band 7                        ,ALMA                               ,2015-02-20 00:00:00.0              ,13:34:04.19076                     ,6.111111111111111E-8               ,-11:50:14.2709                     ,1.1111111111111112E-7              ,0.048                              ,0.005                              ,2.8499E11                          ,0.005                              ,                                   ,-244.0                             ,J1334-1150|J133403-115017|J133404-115014
ALMA-Band 7                        ,ALMA                               ,2015-02-20 00:00:00.0              ,13:57:06.07419                     ,3.611111111111111E-8               ,-17:44:01.9049                     ,3.611111111111111E-8               ,0.022                              ,0.002                              ,2.8499E11                          ,0.002                              ,                                   ,-247.0                             ,J1357-1744|J1357-177|J135706-174402|J135706-174403|B1354-174
